id,source,tenant_id,lat,lng,lang,channel,media_type,raw_text,category_gold,district,cluster_id
SAMPLE-RJ-093,SAMPLE,rajasthan_pwd,26.899813342367146,75.80996491944833,hi,web,photo,व्हीलचेयर नहीं जा सकती,footpath,Jaipur,rj-scatter-47
SAMPLE-RJ-094,SAMPLE,rajasthan_pwd,26.85983854227873,75.79020645771232,en,web,photo,Service lane pothole,pothole,Jaipur,rj-scatter-48
SAMPLE-RJ-095,SAMPLE,rajasthan_pwd,26.92979682356792,75.77026946610485,hi,web,photo,अंधेरा चौराहा,streetlight,Jaipur,rj-scatter-49
SAMPLE-RJ-096,SAMPLE,rajasthan_pwd,26.84009743484219,75.83019251223593,en,web,photo,Culvert mouth plastic-clogged,culvert,Jaipur,rj-scatter-50
SAMPLE-RJ-097,SAMPLE,rajasthan_pwd,26.95002592718959,75.80022729102582,hi,web,photo,गड्ढों की लाइन,pothole,Jaipur,rj-scatter-51
SAMPLE-RJ-098,SAMPLE,rajasthan_pwd,26.87020352831887,75.81988251446428,en,web,photo,Cover missing,drainage,Jaipur,rj-scatter-52
SAMPLE-RJ-099,SAMPLE,rajasthan_pwd,26.910157739333865,75.84006762854267,hi,web,photo,फुटपाथ पर गड्ढे,footpath,Jaipur,rj-scatter-53
SAMPLE-RJ-100,SAMPLE,rajasthan_pwd,26.88976363835692,75.7598710373548,en,web,photo,Flicker then die,streetlight,Jaipur,rj-scatter-54
SAMPLE-RJ-101,SAMPLE,rajasthan_pwd,26.860146603634114,75.77020977025254,hi,web,photo,बारिश में तालाब,waterlogging,Jaipur,rj-scatter-55
SAMPLE-RJ-102,SAMPLE,rajasthan_pwd,26.930048937512645,75.81014799851562,en,web,photo,Bus stop pothole,pothole,Jaipur,rj-scatter-56
SAMPLE-RJ-103,SAMPLE,rajasthan_pwd,26.900071127055323,75.78014936669939,hi,web,photo,मैनहोल ढीला,other,Jaipur,rj-scatter-57
SAMPLE-RJ-104,SAMPLE,rajasthan_pwd,26.879976306948958,75.84977807857139,en,web,photo,Patch failed,pothole,Jaipur,rj-scatter-58
SAMPLE-RJ-105,SAMPLE,rajasthan_pwd,26.920057807598383,75.75026858033175,hi,web,photo,दो पोल बंद,streetlight,Jaipur,rj-scatter-59
SAMPLE-RJ-106,SAMPLE,rajasthan_pwd,26.93969889299466,75.79028075681124,en,web,photo,No footpath this side,footpath,Jaipur,rj-scatter-60
